Record Number,Publication Info.,Call No.,Horizon checkouts,Old in-house uses,Checkout Date,Standard No.,Title,CNY,Only at Pratt,Held at other library
i10030244,"Cambridge [Eng.] Univeristy Press; New York, Macmillan [1947]",277.3 S851R,,,  -  -    ,,"Religion in America, by William L. Sperry. Appendices compiled by Ralph Lazzaro.",,,
i10030347,"New Orleans : Hansell, 1877.",193 E24,4,,  -  -    ,,"Kant's ethics : the clavis to an index : including extracts from several oriental sacred scriptures, and from certain Greek and Roman philosophical writings / by James Edmunds.",,,
i10030499,"Chicago : University of Chicago Press, c1981.",306.4 S556,5,,  -  -    ,226753255,Tradition / Edward Shils.,,,
i10030530,"New York : Van Nostrand Reinhold, 1981.",668.4 D815P6,21,,  -  -    ,442262639,"Plastics / J. Harry DuBois, Frederick W. John.",,,
i10030633,"New York : Monthly Review Press, c1980.",331.87 T235,3,,  -  -    ,0853455481;085345549X (pbk.),"The rising of the women : feminist solidarity and class conflict, 1880-1917 / by Meredith Tax.",X,,
i10030670,"Englewood Cliffs, N.J : Educational Technology Publications, [1981]",371.335 S361,5,,  -  -    ,877781761,"Videodiscs / Edward W. Schneider, Junius L. Bennion ; with ill. by Don Seegmiller.",,,
i10030906,"New York, Hawthorn [1960]","230.2 T971, v.18",1,,  -  -    ,,The Holy Spirit. Translated from the French by J. Lundberg and M. Bell.,,,
i10031078,"New York : McGraw-Hill, c1981.",658.4 A756,21,,  -  -    ,70023123,Shooting the executive rapids : the first crucial year of a new assignment / John D. Arnold.,X,,
i1003111x,"Scarsdale, N.Y. : Work in America Institute, c1980.","658.3 W926, v.16",1,,  -  -    ,0893610232 : $25.00,Productivity measurement : an evolving art / by Irving H. Siegel.,X,,
i10031170,"New York : St. Martin's Press, 1980.",303.483 C711,1,1,  -  -    ,031273168X : $22.50,The social control of technology / David Collingridge.,X,,
i10031273,"New York : Raven Press, c1981.",618.92 T355,5,,  -  -    ,0890042535;0890040605 (cover),"Textbook of pediatric nutrition / editor, Robert M. Suskind.",ONLY PRATT,,
i10031467,"New York : International Publishers, 1947-1980.",331.88 F673H,3,,  -  -    ,717803767,History of the labor movement in the United States / by Philip S. Foner.,,,
i10031479,"New York : International Publishers, 1947-1980.",331.88 F673H,3,,  -  -    ,717803767,History of the labor movement in the United States / by Philip S. Foner.,,,
i10031480,"New York : International Publishers, 1947-1980.",331.88 F673H,2,,  -  -    ,717803767,History of the labor movement in the United States / by Philip S. Foner.,,,
i10031509,"New Haven : Published for the Institute of human relations by Yale University Press, 1943.",301.15 M466S,2,,  -  -    ,,A social psychology of war and peace / by Mark A. May.,,,
i10031844,"San Francisco : W. H. Freeman, c1980.",338.9 E19,1,,  -  -    ,0716712733;0716712741 (pbk.),Economic development.,ONLY PRATT,,
i10031893,"Englewood Cliffs, N.J. : Prentice-Hall, c1981.",658.72 H469,4,1,  -  -    ,013742163X,"Purchasing : principles and applications / Stuart F. Heinritz, Paul V. Farrell.",X,,
i10031911,"Englewood Cliffs, N.J. : Prentice Hall, [1981]",659.2 C689,8,,  -  -    ,0136911625;0136911544 (pbk.),The practical handbook of public relations / Robert S. Cole.,X,,
i10032150,"New York, Coolige Foundation, 1949 [c1935]",131.34 A375P,5,,  -  -    ,,"The psychoanalysis of the total personality; the application of Freud's theory of the ego to the neuroses, by Franz Alexander. Authorized English translation by Bernard Glueck and Bertram D. Lewin. With a prefatory note by A. A. Brill.",,,
i10032642,"Chicago : Science Research Associates, c1981.",651.8 D637,4,,  -  -    ,0574213058 : $16.95,"Principles of business data processing with MIS ... including BASIC / V. Thomas Dock, Edward L. Essick.",ONLY PRATT,,
i1003268x,"University Park : Pennsylvania State University Press, 1981.",322.4 M822,4,,  -  -    ,0271003022 : $13.00 (est.),"A search for equality : the National Urban League, 1910-1961 / Jesse Thomas Moore, Jr.",X,,
i10032691,"Cambridge [Eng.] ; New York : Cambridge University Press, 1981.",541.392 D391P4,4,,  -  -    ,0521236827;0521281504 (pbk.),The principles of chemical equilibrium : with applications in chemistry and chemical engineering / by Kenneth Denbigh.,X,,
i10033166,"New Haven : Yale University Press, c1970.",301.3 E61,1,,  -  -    ,300013124,"The Environmental crisis : man's struggle to live with himself / edited by Harold W. Helfrich, Jr.",,,
i10033208,"New York : Macmillan ; London : Collier Macmillan, c1981.",615.854 U58,5,,  -  -    ,23472804,"Manual of nutrition and diet therapy / University Hospital, University of Michigan ; edited by Norma Jean Grills, Marcia Vermaire Bosscher ; with 33 contributors.",ONLY PRATT,,
i10033518,"Silver Spring, Md. : National Micrographics Association, 1980.",686.43 N277P,0,,  -  -    ,892580674,"Practice for operational procedures : inspection and quality control of first-generation, silver-gelatin microfilm of documents.",ONLY PRATT,,
i10033671,"Manchester, Eng.] Manchester University press; New York, Barnes & Noble, [1967]",693.1 K72,5,,  -  -    ,,"The mediaeval mason; an economic history of English stone building in the later middle ages and early modern times, by Douglas Knoop and G. P. Jones.",,,
i10033725,"New York : Pantheon Books, 1964.",372.9931 R521,4,,  -  -    ,,In the early world / Elwyn S. Richardson.,,,
i10034262,"Boston : M. Nijhoff Pub., c1981.",658.4 E92,2,,  -  -    ,898380553,Management ethics : an intercultural perspective / William A. Evans.,X,,
i10034377,"Princeton, N.J. : Princeton University Press, c1981.",230.044 E48,7,,  -  -    ,0691072612 : $25.00,Kierkegaard and Christendom / John W. Elrod.,X,,
i10034389,"San Francisco : Harper & Row, c1981.",220.6 H893,4,,  -  -    ,60640782,Harper's introduction to the Bible / Gerald Hughes and Stephen Travis.,X,,
i10034596,"St. Paul : West Pub. Co., c1981.",658.5 H315,11,,  -  -    ,0829903321 : $14.36,"The operations manager : roles, problems, techniques / Roy D. Harris, Richard F. Gonzalez.",ONLY PRATT,,
i10034602,"New York : Putnam, c1981.",331.702 C357,8,,  -  -    ,399126090,Making the most of your first job / by the staff of Catalyst.,,,
i10034675,"Oxford ; New York : Pergamon Press, 1981.",338.0973 C581,14,,  -  -    ,0080258158 : L.25.00,Cityport industrialization and regional development : spatial analysis and planning strategies / edited by B. S. Hoyle and D. A. Pinder.,X,,
i10034742,"[New York] Pantheon Books, 1953-1979.",131 J95,1,,  -  -    ,,"Collected works. Editors: Herbert Read, Michael Fordham and Gerhard Adler.",X,,
i10034754,"[New York] Pantheon Books, 1953-1979.",131 J95,2,,  -  -    ,,"Collected works. Editors: Herbert Read, Michael Fordham and Gerhard Adler.",X,,
i10034766,"[New York] Pantheon Books, 1953-1979.",131 J95,2,,  -  -    ,,"Collected works. Editors: Herbert Read, Michael Fordham and Gerhard Adler.",X,,
i10034778,"[New York] Pantheon Books, 1953-1979.",131 J95,13,,  -  -    ,,"Collected works. Editors: Herbert Read, Michael Fordham and Gerhard Adler.",X,,
i1003478x,"[New York] Pantheon Books, 1953-1979.",131 J95,2,,  -  -    ,,"Collected works. Editors: Herbert Read, Michael Fordham and Gerhard Adler.",X,,
i10034808,"[New York] Pantheon Books, 1953-1979.",131 J95,6,,  -  -    ,,"Collected works. Editors: Herbert Read, Michael Fordham and Gerhard Adler.",X,,
i10034869,"[New York] Pantheon Books, 1953-1979.",131 J95,4,,  -  -    ,,"Collected works. Editors: Herbert Read, Michael Fordham and Gerhard Adler.",X,,
i10034900,"Washington, Govt. Print. Office, 1957.",532.9 U58H11,35,,  -  -    ,,Hydraulic and excavation tables.,,,
i10035114,"Beirut, Khayat, 1961.",336.5692 H657,0,,  -  -    ,,The fiscal system of Lebanon.,ONLY PRATT,,
i10035187,"Englewood Cliffs, N.J. : Prentice-Hall, [1981]",001.64 M498,10,,  -  -    ,0139562192 : $15.00,When people use computers : an approach to developing an interface / Marilyn Mehlmann.,X,,
i10035266,"Bloomington : Indiana University Press, c1981.",344.73077 O58,5,,  -  -    ,253179335,"Classrooms in the crossfire : the rights and interests of students, parents, teachers, administrators, librarians, and the community / Robert M. O'Neil.",X,,
i1003531x,"Rochester, N.Y. : Visual Studies Workshop Press, c1980.",686.2 O62,10,,  -  -    ,0898220114 (pbk.),Options for color separation : an artist's handbook : a compilation of methods for use in the graphic arts / edited by Philip Zimmermann.,X,,
i10035394,"Washington : R. B. Luce, c1968.",327.56 K45,13,,  -  -    ,,The Arab-Israeli impasse : expressions of moderate viewpoints on the Arab-Israeli conflict by well known Western writers / Editor: Majdia D. Khadduri.,,,
i10035412,"London : NLB, 1976, 1978 printing.",142.7 S251C,3,,  -  -    ,0902308017 : l15.00,Critique of dialectical reason v. 1. Theory of practical ensembles / Jean-Paul Sartre ; translated by Alan Sheridan-Smith ; edited by Jonathan Ree.,ONLY PRATT,,
i10035527,"London ; New York : Macmillan and co., 1895.",370 M662M,0,,  -  -    ,,Tractate of education / edited with an introduction and notes by Edward E. Morris.,,,
i1003559x,"San Francisco : Jossey-Bass, 1980.",378.73 R561,1,,  -  -    ,875894844,On higher education : the academic enterprise in an era of rising student consumerism / David Riesman.,X,,
i10036052,"New York : Van Nostrand Reinhold, c1981.",604.242 C266,2,,  -  -    ,0442262841 : $16.95 (est.);0442262868 (pbk.) : $8.95 (est.),Chart and graph preparation skills / Tom Cardamone ; illustrated by Tom Cardamone and Ann Kahaner.,X,,
i10036064,"New York : Van Nostrand Reinhold, c1981.",604.242 C266,2,,  -  -    ,0442262841 : $16.95 (est.);0442262868 (pbk.) : $8.95 (est.),Chart and graph preparation skills / Tom Cardamone ; illustrated by Tom Cardamone and Ann Kahaner.,X,,
i10036192,"Garden City, N.Y. : Anchor Press/Doubleday, 1981.",331.71 S559,0,,  -  -    ,0385145640 : $13.95,The oppressed middle : politics of middle management : scenes from corporate life / Earl Shorris.,X,,
i10036854,"New York, Columbia University Press [1967]",301.44 H678,1,,  -  -    ,,"The ladder of success in Imperial China; aspects of social mobility, 1368-1911.",,,
i10036970,"Washington D. C. : Chevy Chase Manuscript, 1980.",225.92 P324J,1,,  -  -    ,0819113646 : $19.75;0819113654 (pbk.) : $10.75,Who then is Paul? / By Hubert Rex Johnson.,ONLY PRATT,,
i10037172,"Washington, D.C. : Architectural and Transportation Barriers Compliance Board : For sale by the Supt. of Docs., U.S. G.P.O., 1980.",016.72042 R434,0,,  -  -    ,$7.50,"Resource guide to literature on barrier-free environments, with selected annotations.",,,
i10037597,"New York, Harper & Row [1965]",364.15 I39,2,,  -  -    ,,Sex offenders; an analysis of types [by] Paul H. Gebhard [and others] of the Institute for Sex Research.,,,
i10037846,"New York : Coolidge Foundation, 1947.",618.9 N311S,3,,  -  -    ,,"Studies of the ""free"" art expression of behavior problem children and adolescents as a means of diagnosis and therapy / by Margaret Naumburg.",X,,
i10037949,"New York : Rizzoli, 1980.",391.0904 F745,7,,  -  -    ,847803279,Fortuny : Mariano Fortuny : his life and work / Guillermo de Osma.,,,
i10038000,"New York, Watson-Guptill Publications.",659.1 A512,34,1,  -  -    ,,AIGA graphic design USA.,,,
i10038024,"New York, Watson-Guptill Publications.",659.1 A512,2,,  -  -    ,,AIGA graphic design USA.,,,
i10038036,"New York, Watson-Guptill Publications.",659.1 A512,2,,  -  -    ,,AIGA graphic design USA.,,,
i1003805x,"New York, Watson-Guptill Publications.",659.1 A512,1,,  -  -    ,,AIGA graphic design USA.,,,
i10038061,"New York, Watson-Guptill Publications.",659.1 A512,7,,  -  -    ,,AIGA graphic design USA.,,,
i10038073,"New York, Watson-Guptill Publications.",659.1 A512,20,,  -  -    ,,AIGA graphic design USA.,,,
i10038085,"New York, Watson-Guptill Publications.",659.1 A512,3,,  -  -    ,,AIGA graphic design USA.,,,
i10038097,"New York, Watson-Guptill Publications.",659.1 A512,16,,  -  -    ,,AIGA graphic design USA.,,,
i10038115,"New York, Watson-Guptill Publications.",659.1 A512,3,1,  -  -    ,,AIGA graphic design USA.,,,
i10038127,"New York, Watson-Guptill Publications.",659.1 A512,4,,  -  -    ,,AIGA graphic design USA.,,,
i10038140,"New York, Watson-Guptill Publications.",659.1 A512,6,,  -  -    ,,AIGA graphic design USA.,,,
i10038164,"New York, Watson-Guptill Publications.",659.1 A512,6,,  -  -    ,,AIGA graphic design USA.,,,
i10038176,"New York, Watson-Guptill Publications.",659.1 A512,4,,  -  -    ,,AIGA graphic design USA.,,,
i10038206,"New York, Watson-Guptill Publications.",659.1 A512,7,,  -  -    ,,AIGA graphic design USA.,,,
i1003822x,"New York, Watson-Guptill Publications.",659.1 A512,16,,  -  -    ,,AIGA graphic design USA.,,,
i10038243,"New York, Watson-Guptill Publications.",659.1 A512,7,,  -  -    ,,AIGA graphic design USA.,,,
i10038346,"New York : Watson-Guptill Publications, 1981.",659.1324 C266A3,9,,  -  -    ,823001504,Advertising agency and studio skills / by Tom Cardamone ; illustrated by the author.,,,
i10038413,"New York : AMACOM, c1981.",659.2 W555,8,,  -  -    ,814456529,"What happens in public relations / Gerald J. Voros & Paul H. Alvarez, editors.",X,,
i10038504,"Boston : The American Academy of Arts and Sciences, 1966.",209.73 R382,0,,  -  -    ,,Religion in America / Robert N. Bellah ... [et al.].,,,
i10038632,"Boston : CBI Publishing Company, Inc., c1975.",642.4 S761,5,,  -  -    ,,"Successful catering / Bernard R. Splaver ; Jule Wilkinson, editor.",,,
i10038826,"Paris : Guérinet, [1890?]",391 H834C,4,,  -  -    ,,Le costume chez les peuples anciens et modernes : nouvelle série / traduction par M. John Bernhoff.,,,
i10039016,"Melun, Librairie d'Argences, 1946-",091 R288H,5,,  -  -    ,,Histoire de la peinture au Moyen-Age.,,,
i10039491,[Paris] UNESCO [1966],301.451 U58,0,,  -  -    ,,Research on racial relations. Articles reprinted from the International Social Science Journal.,X,,
i1003982x,"New York, Grove Press [1959]",131.34 A237E,1,,  -  -    ,,"Essays in individual psychology; contemporary application of Alfred Adler's theories, edited by Kurt A. Adler and Danica Deutsch.",,,
i10040067,"Madison, University of Wisconsin Press, 1963 [c1956]",333.3 C748,0,,  -  -    ,,"Land tenure; proceedings of the International Conference on Land Tenure and Related Problems in World Agriculture, held at Madison, Wisconsin, 1951. Edited by Kenneth H. Parsons, Raymond J. Penn, and Philip M. Raup.",,,
i10040237,"Bloomington, Ind. : Principia, 1924.",150 K16P,0,,  -  -    ,,Principles of psychology / by J. R. Kantor.,,,
i10040249,"Bloomington, Ind. : Principia, 1924.",150 K16P,0,,  -  -    ,,Principles of psychology / by J. R. Kantor.,,,
i1004338x,"London : Hogarth, 1978.",150.1952 F889ST,3,,  -  -    ,701200677,The standard edition of the complete psychological works of Sigmund Freud / translated from the German under the general editorship of James Strachey ; in collaboration with Anna Freud ; assisted by Alix Strachey and Alan Tyson ; editorial assistant: Angela Richards.,,,
i10043688,"Encino, Calif. : Glencoe Pub. Co., c1981.",651.8 M184I2,18,,  -  -    ,24708003,"Information and records management / Wilmer O. Maedke, Mary F. Robek, Gerald F. Brown.",,,
i1004419x,"Englewood Cliffs, N.J. : Prentice-Hall, c1981.",658.802 A337,3,,  -  -    ,0135570743 (pbk.) : $12.95,"Marketing and society : cases and commentaries / Roy D. Adler, Larry M. Robinson, Jan E. Carlson.",X,,
i10044218,"New York : Academic Press, 1981-",662.6 A4665,12,,  -  -    ,0124671012 (v. 1);0124671217 (pbk.),Alternate energy sources : international symposium of the Kuwait Foundation / edited by Jamal T. Manassah.,X,,
i10044358,"Boston : Houghton Mifflin, 1981.",330.973 G148LI,20,,  -  -    ,0395305098 : $16.95;0395311357 (special ed.) : $35.00,A life in our times : memoirs / John Kenneth Galbraith.,X,,
i1004436x,"Boston : Houghton Mifflin, 1981.",330.973 G148LI,0,,  -  -    ,0395305098 : $16.95;0395311357 (special ed.) : $35.00,A life in our times : memoirs / John Kenneth Galbraith.,X,,
i10044620,"New York : Farrar, Straus, Giroux, c1981.",557.9 M172,2,1,  -  -    ,374109141,Basin and range / John McPhee.,,,
i10044851,"New York : Morrow, 1981.",332.41 C778,2,,  -  -    ,688003990,Understanding inflation / by John Case.,,,
